Iteration	Posterior	Likelihood	Prior	tree_length
4860	-1330.257	-1462.088	131.8315	1.793745
4870	-1327.421	-1459.174	131.7531	1.872204
4880	-1325.659	-1457.74	132.0816	1.54366
4890	-1323.952	-1455.768	131.8159	1.80938
4900	-1319.299	-1451.02	131.7207	1.904541
4910	-1323.388	-1454.964	131.5757	2.04954
4920	-1319.797	-1451.469	131.6715	1.953752
4930	-1327.696	-1459.705	132.0098	1.615511
4940	-1326.321	-1458.164	131.8433	1.782006
4950	-1322.444	-1454.426	131.9825	1.642768
4960	-1313.568	-1445.539	131.9705	1.654757
4970	-1322.167	-1454.15	131.9836	1.641652
4980	-1325.938	-1457.646	131.7082	1.917075
4990	-1327.897	-1459.91	132.0132	1.612044
5000	-1318.712	-1450.471	131.7596	1.865685
5010	-1326.624	-1458.709	132.0855	1.539737
5020	-1322.416	-1454.138	131.7218	1.903466
5030	-1310.915	-1442.719	131.8037	1.821604
5040	-1317.162	-1449.131	131.9683	1.656997
5050	-1320.497	-1452.2	131.7028	1.922514
5060	-1327.359	-1459.12	131.7606	1.864662
5070	-1316.792	-1448.646	131.8541	1.771174
5080	-1328.869	-1460.751	131.8824	1.742852
5090	-1316.049	-1447.864	131.8147	1.810563
5100	-1320.511	-1452.456	131.9447	1.680566
5110	-1328.137	-1459.842	131.7048	1.92043
5120	-1326.336	-1458.09	131.7547	1.870576
5130	-1326.767	-1458.487	131.7206	1.904668
5140	-1326.661	-1458.732	132.0709	1.554369
5150	-1324.82	-1456.618	131.7975	1.827781
5160	-1324.46	-1456.03	131.5703	2.055022
5170	-1325.398	-1457.351	131.9535	1.671745
5180	-1321.172	-1453.046	131.8732	1.7521
5190	-1320.131	-1452.264	132.1326	1.49269
5200	-1323.29	-1454.969	131.6783	1.947002
5210	-1324.679	-1456.816	132.1368	1.48844
5220	-1329.291	-1460.793	131.5019	2.123385
5230	-1314.614	-1446.43	131.8165	1.808763
5240	-1325.734	-1457.583	131.8499	1.77533
5250	-1322.87	-1454.694	131.8235	1.801765
5260	-1322.694	-1454.518	131.8235	1.801765
5270	-1319.948	-1451.861	131.9122	1.713052
5280	-1324.451	-1456.267	131.8168	1.808455
5290	-1325.155	-1457.128	131.9731	1.652141
5300	-1330.872	-1462.706	131.8342	1.791065
5310	-1326.769	-1458.386	131.6173	2.007972
5320	-1325.526	-1457.546	132.0194	1.605851
5330	-1320.509	-1452.359	131.8496	1.775643
5340	-1321.64	-1453.659	132.019	1.606271
5350	-1324.696	-1456.521	131.8252	1.800097
5360	-1322.77	-1454.63	131.8594	1.765908
5370	-1329.677	-1461.695	132.0181	1.607215
5380	-1322.443	-1454.354	131.9105	1.714749
5390	-1332.861	-1464.86	131.9987	1.626621
5400	-1325.031	-1457.008	131.977	1.648328
5410	-1324.722	-1456.557	131.8352	1.790069
5420	-1322	-1454.101	132.1016	1.523718
5430	-1331.865	-1463.399	131.5336	2.09164
5440	-1317.88	-1449.693	131.8131	1.812162
5450	-1320.548	-1452.265	131.7162	1.9091
5460	-1320.284	-1452.218	131.9339	1.69139
5470	-1319.671	-1451.719	132.0475	1.577732
5480	-1324.002	-1455.875	131.873	1.752325
5490	-1316.469	-1448.334	131.8651	1.760202
5500	-1326.767	-1458.576	131.8087	1.816583
5510	-1319.186	-1450.904	131.7184	1.906902
5520	-1319.839	-1451.599	131.7606	1.864642
5530	-1313.041	-1444.955	131.9138	1.711443
5540	-1312.375	-1444.367	131.992	1.633294
5550	-1315.041	-1446.983	131.9417	1.683534
5560	-1319.195	-1451.154	131.9592	1.666044
5570	-1327.714	-1459.453	131.7391	1.886163
5580	-1324.578	-1456.475	131.8963	1.729015
5590	-1318.055	-1450.006	131.9511	1.674165
