Iteration	Posterior	Likelihood	Prior	tree_length
3910	-709.0276	-737.8509	28.82334	5.958617
3920	-711.6679	-740.1759	28.50797	6.27398
3930	-709.2086	-737.3416	28.13295	6.649
3940	-710.3159	-738.071	27.75509	7.02686
3950	-710.3426	-738.7093	28.3667	6.415258
3960	-709.07	-737.9411	28.8711	5.91085
3970	-709.5697	-737.9576	28.38792	6.394029
3980	-708.9601	-737.8047	28.84459	5.937364
3990	-706.9458	-735.6437	28.69788	6.084071
4000	-708.645	-737.4586	28.81362	5.968333
4010	-711.2081	-740.0339	28.8258	5.956153
4020	-704.5695	-733.7253	29.15578	5.626173
4030	-704.2758	-732.9578	28.68198	6.099977
4040	-706.2171	-734.6617	28.44461	6.337341
4050	-708.535	-737.2723	28.73724	6.044717
4060	-707.0702	-734.6978	27.62759	7.154359
4070	-705.6355	-733.8386	28.20312	6.57883
4080	-711.9245	-741.5336	29.60912	5.172837
4090	-701.3099	-728.8438	27.53381	7.248147
4100	-708.1082	-735.9763	27.86816	6.913789
4110	-716.0375	-743.39	27.3525	7.429455
4120	-713.2004	-741.1689	27.96857	6.813379
4130	-713.8695	-742.0384	28.16889	6.61306
4140	-708.1248	-736.2162	28.09147	6.690487
4150	-705.9296	-735.0795	29.14987	5.632085
4160	-703.6724	-732.2522	28.57976	6.202194
4170	-710.9277	-739.477	28.54931	6.232645
4180	-709.4339	-738.6484	29.21448	5.567476
4190	-707.6821	-735.2793	27.59726	7.184695
4200	-715.982	-743.497	27.51494	7.267017
4210	-709.1633	-736.9354	27.77207	7.009885
4220	-702.4111	-731.1115	28.70043	6.081521
4230	-702.6076	-731.8095	29.20196	5.579989
4240	-699.8844	-728.8348	28.95041	5.831543
4250	-701.9595	-730.1258	28.1663	6.615651
4260	-707.1722	-735.7324	28.56019	6.221765
4270	-703.7745	-732.2069	28.43241	6.349541
4280	-702.6098	-731.5918	28.98194	5.800008
4290	-701.4569	-730.4389	28.98194	5.800008
4300	-703.6317	-731.9278	28.29605	6.485907
4310	-708.6225	-736.9185	28.29605	6.485907
4320	-716.5143	-744.9057	28.3914	6.390558
4330	-719.0086	-746.5932	27.58458	7.197376
4340	-709.5747	-737.9041	28.32939	6.452565
4350	-705.5673	-734.1153	28.54796	6.233994
4360	-709.1703	-737.4207	28.25043	6.531528
4370	-706.8221	-734.9377	28.11562	6.666332
4380	-708.5171	-736.5742	28.05719	6.724763
4390	-708.4104	-737.215	28.80466	5.977292
4400	-711.0359	-739.4979	28.46194	6.320011
4410	-708.473	-737.4995	29.02644	5.755517
4420	-708.2651	-736.4388	28.17361	6.608339
4430	-708.0069	-736.5477	28.54074	6.241218
4440	-709.6907	-737.8712	28.18053	6.601425
4450	-708.5681	-736.8158	28.24763	6.534324
4460	-713.0353	-740.7472	27.71192	7.07003
4470	-710.2532	-738.582	28.32872	6.453237
4480	-718.1467	-746.5021	28.35538	6.426572
4490	-712.3744	-740.8348	28.46039	6.321566
4500	-709.8168	-738.8433	29.02652	5.755428
4510	-704.6485	-733.2966	28.64808	6.133876
4520	-709.4462	-737.7828	28.33659	6.445361
4530	-702.2566	-730.6313	28.37464	6.407308
4540	-707.3225	-734.7539	27.43142	7.350536
4550	-707.2274	-735.5199	28.2925	6.489454
4560	-712.6807	-741.9737	29.29303	5.488918
4570	-710.29	-738.7191	28.42908	6.352877
4580	-707.141	-735.36	28.21891	6.563047
4590	-709.4647	-738.5617	29.0969	5.685051
4600	-711.0673	-739.8182	28.75097	6.030978
4610	-709.876	-739.5673	29.6913	5.090649
4620	-704.3155	-732.9909	28.6754	6.106549
4630	-704.2729	-732.7083	28.43543	6.346519
4640	-703.6896	-731.8862	28.19661	6.585346
4650	-707.0881	-734.7594	27.6713	7.110657
4660	-707.8322	-736.5718	28.73963	6.042324
4670	-705.404	-734.0972	28.69311	6.088839
4680	-713.4892	-741.8115	28.32233	6.459625
4690	-711.4536	-739.3665	27.91296	6.868996
4700	-706.0498	-733.3735	27.32363	7.458325
4710	-707.7624	-736.0973	28.33493	6.44702
4720	-705.5825	-733.7596	28.17712	6.604835
4730	-706.4137	-734.9886	28.5749	6.207053
4740	-709.7905	-738.1877	28.3972	6.384754
4750	-700.6262	-729.8074	29.18118	5.600776
4760	-698.0231	-726.5081	28.485	6.296952
4770	-702.0757	-731.1659	29.09013	5.691824
4780	-702.4157	-730.6652	28.24945	6.532504
4790	-706.9854	-736.6206	29.63518	5.146771
4800	-705.2466	-732.6296	27.38306	7.398893
4810	-703.0982	-731.8382	28.73995	6.042004
4820	-706.1941	-734.1664	27.9723	6.809648
4830	-713.0324	-741.5973	28.56486	6.21709
4840	-712.215	-740.5147	28.29967	6.482284
4850	-708.676	-737.3237	28.64774	6.134215
4860	-707.9474	-736.078	28.13052	6.651433
4870	-709.2711	-737.5163	28.24511	6.53684
4880	-706.1235	-735.1476	29.02416	5.757789
4890	-712.7828	-741.0012	28.21837	6.563584
4900	-711.2866	-739.6158	28.32922	6.452731
4910	-709.5043	-737.3169	27.81256	6.969392
4920	-707.0769	-735.6035	28.52663	6.25532
4930	-705.7406	-734.2672	28.52663	6.25532
4940	-706.5972	-735.9605	29.36329	5.418663
4950	-707.6327	-736.3305	28.69781	6.084147
4960	-709.0269	-737.2118	28.18484	6.597115
4970	-707.6533	-735.8141	28.16083	6.621125
4980	-702.6336	-731.2618	28.62813	6.153826
4990	-705.7127	-734.3773	28.66457	6.117378
5000	-703.4342	-732.519	29.0848	5.697156
5010	-708.8395	-736.2205	27.38094	7.401011
5020	-709.6293	-736.9195	27.2902	7.491758
5030	-705.7386	-734.3582	28.6196	6.162352
5040	-706.539	-735.2586	28.71965	6.062308
5050	-706.5986	-734.8175	28.21894	6.563017
5060	-713.6685	-741.1996	27.53112	7.250829
5070	-709.4716	-738.2746	28.803	5.978957
5080	-705.706	-733.8	28.09403	6.687923
5090	-705.6033	-732.7286	27.12532	7.65663
5100	-703.1544	-731.883	28.72861	6.053345
5110	-705.3484	-732.8776	27.52919	7.252767
5120	-707.1008	-734.4941	27.39335	7.388603
5130	-717.9605	-746.6476	28.68712	6.09483
5140	-708.5729	-737.2268	28.65389	6.12806
5150	-703.1836	-731.2092	28.02563	6.756326
5160	-702.4745	-731.1001	28.62556	6.156396
5170	-705.6031	-734.7152	29.11207	5.669883
5180	-712.8431	-741.0296	28.18648	6.595476
5190	-717.9787	-746.4104	28.43169	6.350261
5200	-710.9453	-740.0531	29.10782	5.674134
5210	-708.585	-737.7163	29.13128	5.650671
5220	-716.6512	-745.4539	28.80267	5.979287
5230	-710.7442	-739.3017	28.55756	6.224394
5240	-704.3545	-732.9991	28.64453	6.137426
5250	-705.4346	-733.6737	28.23912	6.542832
5260	-708.0637	-736.4971	28.43341	6.348545
5270	-703.4819	-731.4977	28.01578	6.766177
5280	-713.7272	-741.7522	28.02501	6.756941
5290	-705.4161	-733.332	27.91582	6.866133
5300	-704.506	-733.4346	28.92867	5.853283
5310	-700.9173	-729.4702	28.55284	6.22911
5320	-706.5044	-735.1919	28.68752	6.094435
5330	-722.4176	-751.1385	28.72088	6.061077
5340	-711.2914	-740.6142	29.32278	5.459173
5350	-704.5336	-733.4638	28.93019	5.851763
5360	-707.2681	-736.1134	28.84526	5.936695
5370	-710.1289	-737.8273	27.69849	7.083462
5380	-699.2098	-727.871	28.66121	6.120739
5390	-704.5174	-732.9249	28.40753	6.374419
5400	-706.7323	-735.8191	29.08681	5.695147
5410	-705.4847	-734.921	29.43633	5.345626
5420	-704.3043	-733.4877	29.1834	5.598552
5430	-702.9761	-730.8479	27.87178	6.910173
5440	-701.4159	-731.1418	29.72592	5.056034
5450	-701.7333	-730.7778	29.04453	5.737423
5460	-708.4024	-736.1517	27.74929	7.032664
5470	-711.7076	-740.1143	28.40668	6.375272
5480	-708.8488	-737.3429	28.49405	6.287906
5490	-704.1018	-732.991	28.88922	5.892736
5500	-708.9769	-737.6681	28.69123	6.090727
5510	-711.4641	-738.5379	27.07379	7.708166
5520	-714.7596	-741.6653	26.90576	7.876189
5530	-718.184	-744.9294	26.74541	8.036541
5540	-713.0698	-741.344	28.2742	6.50775
5550	-720.6678	-748.7699	28.10212	6.679837
5560	-707.4161	-735.7722	28.35604	6.42591
5570	-705.5298	-734.1851	28.65534	6.126612
5580	-707.6566	-735.7438	28.08719	6.69476
5590	-701.6871	-730.5582	28.87118	5.910773
5600	-706.5284	-734.9332	28.40478	6.377172
5610	-709.0187	-737.5953	28.57663	6.205319
