Iteration	Replicate_ID	Posterior	Likelihood	Prior	tree_length
399	1	-925.9152	-1057.238	131.3225	2.302755
400	0	-940.197	-1071.919	131.7216	1.903698
401	1	-929.703	-1061.435	131.7317	1.893618
402	0	-926.9119	-1058.747	131.8347	1.790579
403	1	-917.5467	-1049.05	131.5034	2.12184
404	0	-931.8551	-1063.645	131.7901	1.835164
405	1	-932.6832	-1064.284	131.6009	2.024422
406	0	-934.9213	-1066.318	131.397	2.228283
407	1	-928.0383	-1059.604	131.5661	2.059208
408	0	-924.6394	-1056.059	131.4193	2.205957
409	1	-918.2423	-1050.237	131.9943	1.630997
410	0	-928.3932	-1059.868	131.4744	2.150911
411	1	-920.7134	-1052.105	131.3917	2.233562
412	0	-925.0833	-1056.606	131.5231	2.102185
413	1	-910.8697	-1042.345	131.4753	2.149947
414	0	-922.5287	-1054.375	131.8462	1.779127
415	1	-925.5231	-1057.292	131.769	1.856327
416	0	-921.5839	-1053.108	131.5244	2.100882
417	1	-920.8148	-1052.194	131.3792	2.246069
418	0	-927.4992	-1059.103	131.6039	2.021412
419	1	-931.2504	-1062.922	131.6719	1.953343
420	0	-925.244	-1056.756	131.5125	2.112784
421	1	-918.4166	-1049.98	131.5638	2.061459
422	0	-925.1971	-1056.349	131.1517	2.473571
423	1	-921.1708	-1052.756	131.5852	2.040041
424	0	-922.7491	-1054.164	131.4151	2.210163
425	1	-927.9747	-1059.89	131.9158	1.709513
426	0	-918.6682	-1050.182	131.5134	2.111901
427	1	-913.3773	-1045.293	131.9158	1.709513
428	0	-932.7143	-1064.315	131.6003	2.025013
429	1	-926.6098	-1058.067	131.4575	2.16776
430	0	-933.8846	-1065.574	131.6889	1.936374
431	1	-939.618	-1071.207	131.5887	2.036578
432	0	-931.9985	-1063.726	131.7273	1.897944
433	1	-931.3091	-1062.72	131.411	2.214271
434	0	-925.8986	-1057.419	131.5201	2.105188
435	1	-929.2105	-1060.892	131.6815	1.943761
436	0	-919.0129	-1050.469	131.4561	2.169203
437	1	-931.6455	-1063.327	131.6815	1.943761
438	0	-914.916	-1046.48	131.5637	2.061532
439	1	-938.6125	-1069.834	131.222	2.403325
440	0	-931.9395	-1063.472	131.5322	2.093108
441	1	-922.1986	-1054.182	131.9836	1.641658
442	0	-930.1326	-1061.913	131.7802	1.845087
443	1	-926.0278	-1057.413	131.385	2.240306
444	0	-934.9224	-1066.693	131.7705	1.854818
445	1	-920.9025	-1052.817	131.9149	1.710347
446	0	-916.5184	-1048.335	131.8166	1.808642
447	1	-918.4345	-1049.81	131.3753	2.24999
448	0	-922.3572	-1053.851	131.4935	2.131812
449	1	-910.6002	-1042.184	131.5842	2.041111
450	0	-917.0834	-1048.79	131.7064	1.918866
451	1	-916.2799	-1047.86	131.5803	2.044977
452	0	-927.9389	-1059.682	131.7429	1.882373
453	1	-917.8627	-1049.432	131.5693	2.055951
454	0	-919.8562	-1051.521	131.6646	1.960691
455	1	-928.5409	-1060.209	131.6678	1.957525
456	0	-916.394	-1048.113	131.7191	1.906219
457	1	-930.5102	-1062.017	131.5067	2.118608
458	0	-927.0676	-1058.794	131.7266	1.898707
459	1	-919.7174	-1051.206	131.4886	2.136658
460	0	-924.6451	-1056.214	131.569	2.056273
461	1	-934.6435	-1066.11	131.4662	2.159077
462	0	-927.6047	-1059.491	131.8866	1.738712
463	1	-937.2384	-1068.942	131.704	1.921269
464	0	-925.6085	-1057.314	131.7054	1.919879
465	1	-927.0324	-1058.697	131.6643	1.961007
466	0	-929.8498	-1061.647	131.7967	1.828531
467	1	-925.9744	-1057.86	131.8854	1.739845
468	0	-928.5069	-1060.047	131.5404	2.084874
469	1	-919.5356	-1051.375	131.8398	1.785457
470	0	-935.478	-1066.946	131.4683	2.15694
471	1	-931.7215	-1063	131.279	2.346311
472	0	-927.7683	-1059.157	131.3889	2.236405
473	1	-931.3543	-1063.068	131.714	1.911232
474	0	-936.4377	-1068.31	131.8725	1.752751
475	1	-918.9597	-1050.629	131.6689	1.9564
476	0	-931.1187	-1062.848	131.7296	1.895651
477	1	-918.7841	-1050.261	131.4771	2.148159
478	0	-927.2793	-1059.359	132.0802	1.5451
479	1	-917.4929	-1049.171	131.678	1.947322
480	0	-923.7702	-1055.27	131.4996	2.125638
481	1	-922.6468	-1054.278	131.6308	1.994461
482	0	-919.3851	-1051.288	131.9024	1.722881
483	1	-920.0933	-1051.735	131.642	1.983272
484	0	-927.5712	-1058.958	131.3865	2.238794
485	1	-923.5539	-1055.32	131.7658	1.859477
486	0	-925.3356	-1056.598	131.262	2.363231
487	1	-923.5135	-1055.072	131.5582	2.067076
488	0	-914.5875	-1046.286	131.6982	1.927116
489	1	-924.4245	-1056.019	131.595	2.030304
490	0	-929.2103	-1060.919	131.7089	1.916381
491	1	-924.7986	-1056.121	131.3219	2.303371
492	0	-925.9845	-1057.693	131.7089	1.916381
493	1	-917.4344	-1049.042	131.6078	2.01749
494	0	-934.781	-1066.475	131.6939	1.931383
495	1	-924.479	-1055.856	131.3772	2.248097
496	0	-930.0805	-1061.54	131.4593	2.166004
497	1	-934.6836	-1066.462	131.7787	1.8466
498	0	-930.9217	-1062.634	131.712	1.913313
499	1	-927.7431	-1059.734	131.9908	1.634486
500	0	-933.4463	-1065.188	131.7418	1.88343
501	1	-910.6029	-1042.093	131.4904	2.134852
502	0	-926.1324	-1058.005	131.8725	1.752808
503	1	-915.1516	-1046.757	131.6052	2.020129
504	0	-924.5716	-1056.171	131.5992	2.026059
505	1	-912.7374	-1044.285	131.548	2.07731
506	0	-928.6757	-1060.089	131.4133	2.212006
507	1	-914.1988	-1045.626	131.4274	2.197836
508	0	-935.0208	-1067.141	132.1204	1.504852
509	1	-926.8254	-1058.337	131.5119	2.113358
510	0	-924.9565	-1056.698	131.7417	1.883559
511	1	-928.2562	-1059.619	131.3632	2.262109
512	0	-921.6094	-1053.548	131.9388	1.686443
513	1	-920.1244	-1051.959	131.8345	1.790765
514	0	-933.8041	-1065.614	131.81	1.81525
515	1	-914.5788	-1046.336	131.7571	1.868138
516	0	-925.9554	-1057.862	131.9069	1.718346
517	1	-924.4518	-1056.077	131.6247	2.00055
518	0	-920.7571	-1052.555	131.7983	1.827025
519	1	-930.2941	-1061.905	131.611	2.014302
520	0	-933.1933	-1064.577	131.3836	2.241726
521	1	-926.5114	-1057.661	131.1491	2.476197
522	0	-934.0305	-1065.485	131.4548	2.170478
523	1	-912.6495	-1044.051	131.4011	2.224215
524	0	-912.6235	-1044.187	131.5639	2.061396
525	1	-922.3062	-1053.773	131.4672	2.158069
526	0	-923.8431	-1055.585	131.742	1.883261
527	1	-926.4671	-1058.354	131.887	1.738273
528	0	-936.6471	-1067.919	131.2722	2.353044
529	1	-916.6325	-1048.409	131.7761	1.849161
530	0	-935.8114	-1067.325	131.5139	2.111416
531	1	-923.8773	-1055.389	131.5122	2.113069
532	0	-926.1577	-1057.807	131.649	1.976327
533	1	-919.5802	-1051.31	131.7298	1.895471
534	0	-931.0107	-1062.686	131.675	1.950312
535	1	-923.0013	-1054.892	131.8911	1.734165
