Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_inv	alpha_morpho	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	relative_bl[1]	relative_bl[2]	relative_bl[3]	relative_bl[4]	relative_bl[5]	relative_bl[6]	relative_bl[7]	relative_bl[8]	relative_bl[9]	relative_bl[10]	relative_bl[11]	relative_bl[12]	relative_bl[13]	relative_bl[14]	relative_bl[15]	relative_bl[16]	relative_bl[17]	relative_bl[18]	relative_bl[19]	relative_bl[20]	relative_bl[21]	relative_bl[22]	relative_bl[23]	relative_bl[24]	relative_bl[25]	relative_bl[26]	relative_bl[27]	tree_length
1031	1	-707.7028	-734.239	26.53619	0.189595	5.274401	0.955027	0.316262	0.207265	0.515864	0.209772	0.216566	0.0628238	0.0541271	0.452669	0.0540831	0.669693	0.0524757	0.125986	0.33836	0.272143	0.2078	0.466463	0.390194	0.396748	0.0563162	0.127411	0.31129	1.01968	0.121735	0.0811068	0.0240686	0.350243	0.51309	0.810251	1.08279	1.59387	0.118546	0.0392571	0.0257275	0.0640334	0.0260387	0.0268821	0.00779822	0.00671872	0.0561891	0.00671326	0.083128	0.00651373	0.0156385	0.0420001	0.0337807	0.0257939	0.0579013	0.0484342	0.0492478	0.00699045	0.0158153	0.0386399	0.126571	0.0151107	0.0100677	0.0029876	0.0434751	8.056167
1032	0	-714.3869	-741.8986	27.51167	0.4398979	2.273255	0.870906	0.376368	0.283474	0.516742	0.0930006	0.178402	0.102289	0.137897	0.486774	0.196239	0.474576	0.0270245	0.510056	0.215962	0.100549	0.295252	0.00411749	0.146643	0.131882	0.223471	0.511307	0.190615	0.108009	0.149612	0.067635	0.108778	0.32281	0.323848	0.681245	1.07553	1.91937	0.127505	0.055102	0.0415019	0.0756533	0.0136157	0.0261189	0.0149755	0.0201887	0.0712659	0.0287303	0.0694801	0.00395651	0.0746745	0.0316177	0.0147208	0.0432262	0.000602819	0.0214691	0.0193082	0.0327172	0.0748577	0.0279068	0.0158131	0.0219038	0.00990208	0.0159256	0.0472608	6.83039
1033	1	-710.0379	-737.2462	27.20828	0.3495771	2.860599	0.431876	0.382251	0.0705785	0.350502	0.169866	0.117826	0.130146	0.0955969	0.654484	0.0229556	0.655822	0.120902	0.358442	0.209818	0.0772468	0.296295	0.362303	0.355655	0.146162	0.0456029	0.112146	0.33756	0.825698	0.062803	0.0608018	0.0592572	0.711496	0.378182	0.723505	1.08174	1.81658	0.0597828	0.0529133	0.00976988	0.0485185	0.0235139	0.0163101	0.0180155	0.0132331	0.0905974	0.00317764	0.0907826	0.0167359	0.0496176	0.0290442	0.0106929	0.0410148	0.050152	0.0492318	0.0202325	0.00631262	0.0155239	0.046727	0.114298	0.00869354	0.00841654	0.00820271	0.0984893	7.224093
1034	0	-704.3358	-733.9885	29.6527	0.08533966	11.71788	0.779964	0.311588	0.144114	0.0332155	0.0756805	0.318331	0.15227	0.0902844	0.276989	0.04408	0.42502	0.0394161	0.179561	0.129327	0.196698	0.335681	0.0380902	0.150763	0.145753	0.0790516	0.169398	0.104715	0.301345	0.198702	0.156043	0.0190703	0.148763	0.656903	0.882437	1.06906	1.3916	0.154635	0.0617751	0.0285718	0.00658527	0.0150043	0.0631119	0.0301888	0.0178997	0.0549155	0.00873925	0.0842639	0.00781459	0.0355995	0.0256402	0.0389971	0.0665518	0.00755172	0.02989	0.0288968	0.0156727	0.0335846	0.0207607	0.0597442	0.0393945	0.0309369	0.00378086	0.0294935	5.043913
1035	1	-704.8828	-734.1109	29.22812	0.2058159	4.858712	0.360195	0.466566	0.262184	0.229159	0.111059	0.346031	0.125332	0.00306512	0.42611	0.0236556	0.354369	0.0734434	0.382059	0.144006	0.0807847	0.195596	0.18471	0.232528	0.296766	0.0241884	0.0372961	0.155489	0.249786	0.104063	0.0397524	0.114915	0.324907	0.496102	0.800494	1.08354	1.61986	0.0673511	0.0872409	0.0490245	0.0428494	0.0207664	0.0647027	0.0234352	0.000573131	0.0796763	0.00442326	0.0662618	0.0137328	0.0714393	0.026927	0.0151055	0.0365735	0.034538	0.0434794	0.0554909	0.00452287	0.00697381	0.0290742	0.0467063	0.0194582	0.00743311	0.0214874	0.0607528	5.348017
1036	0	-702.593	-731.5957	29.00266	0.06530957	15.31169	0.624492	0.303375	0.167349	0.338295	0.0711353	0.365559	0.0969936	0.0968537	0.271796	0.0479852	0.384808	0.145607	0.377658	0.159882	0.191513	0.267983	0.109299	0.189107	0.141911	0.0980008	0.118377	0.260829	0.293401	0.193465	0.197419	0.144154	0.056737	0.696411	0.89947	1.06336	1.34076	0.109292	0.0530934	0.0292876	0.0592047	0.0124493	0.0639762	0.0169748	0.0169503	0.0475668	0.00839786	0.067345	0.0254825	0.0660936	0.0279809	0.0335165	0.0468994	0.0191284	0.0330955	0.0248358	0.017151	0.020717	0.0456476	0.051348	0.0338581	0.0345502	0.0252282	0.00992949	5.713984
1037	1	-699.4799	-728.236	28.75609	0.1347602	7.420588	1.32147	0.613508	0.0993868	0.0141481	0.149699	0.156495	0.138849	0.0334906	0.261843	0.0389238	0.373231	0.135088	0.374956	0.11544	0.238641	0.150885	0.227519	0.250896	0.242902	0.00318716	0.0955957	0.120806	0.263081	0.131948	0.0752952	0.0348532	0.228968	0.579414	0.8457	1.07797	1.49691	0.224316	0.104141	0.0168707	0.00240161	0.025411	0.0265646	0.0235693	0.00568494	0.0444472	0.00660721	0.063355	0.0229309	0.0636478	0.0195957	0.0405087	0.0256123	0.0386208	0.0425889	0.041232	0.000541013	0.0162271	0.0205064	0.0446573	0.0223978	0.0127812	0.00591624	0.0388668	5.891104
1038	0	-715.3648	-742.8558	27.49098	0.2055484	4.865035	0.638431	0.365801	0.0568015	0.195351	0.0746879	0.402602	0.0560768	0.179591	0.716774	0.0303054	0.667281	0.251812	0.310393	0.100312	0.13019	0.511382	0.366853	0.300503	0.0557991	0.114818	0.0298192	0.302899	0.484651	0.0643553	0.258702	0.307974	0.111258	0.496374	0.800653	1.08353	1.61944	0.0901049	0.0516272	0.00801667	0.0275708	0.0105411	0.0568211	0.00791439	0.0253465	0.101162	0.00427715	0.0941766	0.0355395	0.0438072	0.0141576	0.0183743	0.0721739	0.0517758	0.0424114	0.00787519	0.0162048	0.00420853	0.0427497	0.0684011	0.00908278	0.0365119	0.0434659	0.0157023	7.085422
1039	1	-703.8271	-732.2251	28.39799	0.004055328	246.5892	0.830221	0.464252	0.143635	0.00283381	0.187445	0.149479	0.0945112	0.0938712	0.423887	0.056253	0.539396	0.126447	0.293218	0.106787	0.344886	0.297068	0.0933508	0.186629	0.460959	0.071786	0.0771475	0.107704	0.443866	0.061908	0.0872178	0.18121	0.453939	0.920254	0.978182	1.0195	1.08206	0.130131	0.0727678	0.0225136	0.000444177	0.0293805	0.0234296	0.0148139	0.0147136	0.066441	0.00881721	0.0845461	0.0198196	0.0459596	0.016738	0.0540581	0.046563	0.014632	0.0292526	0.0722517	0.0112519	0.0120923	0.0168818	0.0695725	0.0097036	0.0136707	0.0284032	0.0711514	6.379906
1040	0	-721.6599	-749.3566	27.69666	0.4360168	2.29349	0.640416	0.396352	0.0722772	0.393859	0.0268553	0.262729	0.0723607	0.113551	0.405979	0.0711646	0.3359	0.375152	0.169016	0.0974442	0.180533	0.466627	0.334747	0.193129	0.165822	0.852541	0.16065	0.231086	0.12357	0.0587231	0.232483	0.0920359	0.124275	0.32596	0.682987	1.07586	1.9152	0.0963137	0.0596083	0.0108699	0.0592334	0.00403882	0.0395124	0.0108825	0.0170771	0.0610561	0.0107026	0.0505167	0.05642	0.0254187	0.0146548	0.0271508	0.0701771	0.0503434	0.0290451	0.0249384	0.128216	0.0241605	0.0347536	0.018584	0.0088315	0.0349637	0.0138415	0.01869	6.64928
1041	1	-705.3562	-732.8326	27.47643	0.4672656	2.14011	1.09958	0.270066	0.0972563	0.14176	0.0927378	0.121585	0.172267	0.0293107	0.367628	0.0487869	0.540855	0.0318174	0.406111	0.286751	0.345346	0.289236	0.0657321	0.40453	0.203395	0.0452613	0.0528902	0.106834	0.75639	0.0952464	0.302847	0.0530232	0.411014	0.309445	0.669131	1.07313	1.94829	0.160798	0.0394934	0.0142224	0.0207305	0.0135616	0.0177801	0.0251917	0.00428628	0.0537604	0.0071344	0.0790926	0.00465285	0.059388	0.0419333	0.0505021	0.0422968	0.00961241	0.0591568	0.0297437	0.00661883	0.00773446	0.0156229	0.110612	0.0139285	0.0442872	0.0077539	0.0601051	6.838257
1042	0	-716.5603	-743.6723	27.11196	0.711786	1.404917	0.755173	0.469695	0.105426	0.284156	0.174715	0.0683754	0.106707	0.214661	0.43255	0.019806	0.357799	0.418519	0.0599483	0.148702	0.249632	0.148668	0.106508	0.0662273	0.204777	0.453584	0.47163	0.545935	0.411706	0.0694633	0.347911	0.0487815	0.217154	0.210253	0.571925	1.04431	2.17351	0.10853	0.0675023	0.0151513	0.0408376	0.0251092	0.00982658	0.0153354	0.0308501	0.062164	0.00284643	0.0514211	0.0601475	0.00861548	0.0213707	0.0358759	0.0213658	0.0153069	0.00951787	0.0294295	0.0651868	0.0677804	0.0784592	0.0591684	0.00998292	0.05	0.00701064	0.0312083	6.95821
1043	1	-705.1977	-733.1333	27.93556	0.2987173	3.347647	1.03518	0.532198	0.0218151	0.133457	0.0161462	0.197842	0.168457	0.08349	0.181693	0.191664	0.567427	0.0560003	0.382325	0.269956	0.124556	0.122931	0.0289566	0.145473	0.191482	0.149504	0.189183	0.0253445	0.668241	0.250416	0.422165	0.0217061	0.370074	0.414488	0.749125	1.08377	1.75262	0.158098	0.0812805	0.00333173	0.0203824	0.00246594	0.0302155	0.0257277	0.0127511	0.0277492	0.029272	0.0866607	0.00855269	0.0583909	0.0412292	0.0190229	0.0187747	0.00442243	0.0222175	0.0292443	0.0228331	0.0288932	0.00387076	0.102058	0.038245	0.0644755	0.00331508	0.0565199	6.547679
1044	0	-713.7051	-739.905	26.1999	0.1840755	5.432554	1.77971	0.482956	0.112516	0.572537	0.214992	0.228594	0.014037	0.188879	0.422668	0.186102	0.49771	0.345087	0.211826	0.0544564	0.242347	0.130125	0.104075	0.425937	0.0874817	0.495645	0.335893	0.233568	0.377973	0.0568639	0.236464	0.134835	0.224692	0.519108	0.813638	1.08248	1.58478	0.211922	0.0575086	0.013398	0.0681756	0.0256005	0.0272201	0.00167148	0.022491	0.0503298	0.0221604	0.0592655	0.0410917	0.0252235	0.00648447	0.0288578	0.0154948	0.0123929	0.050719	0.010417	0.0590196	0.039997	0.0278124	0.0450077	0.00677115	0.0281572	0.0160557	0.0267556	8.397973
1045	1	-718.9999	-745.031	26.03114	0.2690934	3.716182	0.629898	0.279472	0.0542218	0.287748	0.170957	0.403606	0.182942	0.110209	0.640694	0.253001	0.266548	0.308336	0.3288	0.330654	0.0720081	0.194094	0.02739	0.317294	0.208432	0.209124	0.43398	0.0227645	0.403023	0.402339	0.557268	0.0673127	1.31961	0.438057	0.764785	1.08433	1.71283	0.0742653	0.0329499	0.00639278	0.0339256	0.0201559	0.0475853	0.0215689	0.0129937	0.0755382	0.029829	0.0314262	0.036353	0.0387657	0.0389843	0.0084898	0.0228838	0.0032293	0.0374092	0.0245743	0.0246558	0.0511665	0.00268394	0.0475166	0.0474361	0.0657022	0.0079362	0.155582	8.481722
1046	0	-705.8613	-734.0402	28.17889	0.0481778	20.75645	1.63285	0.353812	0.0923643	0.52529	0.0549246	0.20973	0.08464	0.152151	0.387789	0.0867454	0.465442	0.370053	0.194346	0.0422594	0.222348	0.132637	0.0899413	0.221297	0.0768943	0.241887	0.0225246	0.153668	0.194935	0.0521714	0.142829	0.0960118	0.255348	0.736416	0.915662	1.05689	1.29103	0.249104	0.0539768	0.0140909	0.0801372	0.00837918	0.031996	0.0129125	0.0232119	0.0591603	0.0132337	0.0710068	0.0564546	0.029649	0.00644701	0.0339209	0.0202348	0.0137213	0.0337606	0.0117308	0.0369017	0.0034363	0.0234432	0.0297389	0.00795916	0.0217897	0.0146474	0.0389554	6.554887
1047	1	-706.5515	-735.3196	28.76814	0.3861101	2.589935	0.738589	0.340592	0.164069	0.0999829	0.0177169	0.149144	0.113821	0.0928219	0.403618	0.0691641	0.416118	0.244913	0.275042	0.268079	0.0498012	0.133009	0.0183347	0.183898	0.140785	0.0315716	0.460507	0.0232956	0.0474896	0.326084	0.405943	0.000793177	0.412517	0.354821	0.705958	1.07958	1.85964	0.131242	0.0605206	0.0291539	0.0177662	0.00314815	0.0265018	0.0202251	0.0164937	0.0717199	0.0122899	0.073941	0.0435192	0.0488729	0.0476356	0.0088493	0.0236348	0.00325794	0.0326774	0.0250164	0.00561003	0.0818287	0.00413945	0.00843854	0.0579427	0.072133	0.000140942	0.0733011	5.6277
1048	0	-711.6507	-739.6381	27.98742	0.2396502	4.172749	1.22132	0.433653	0.138253	0.326667	0.0560467	0.288202	0.200871	0.178478	0.482887	0.0501175	0.545977	0.514437	0.240208	0.0632205	0.177905	0.250439	0.0995326	0.400038	0.0851235	0.109956	0.00817581	0.0491634	0.0690218	0.0715701	0.266938	0.0633771	0.163311	0.463607	0.780979	1.08434	1.67108	0.186322	0.0661572	0.0210915	0.0498356	0.00855037	0.0439675	0.0306445	0.0272282	0.0736682	0.00764582	0.083293	0.0784814	0.0366456	0.00964479	0.0271408	0.0382065	0.0151845	0.061029	0.0129863	0.0167747	0.00124728	0.00750027	0.0105298	0.0109186	0.0407236	0.00966868	0.0249144	6.554887
1049	1	-708.8851	-737.3526	28.4675	0.02910648	34.35661	1.12718	0.3262	0.223613	0.405535	0.071913	0.15602	0.119068	0.0410939	0.422226	0.0723528	0.435303	0.0593166	0.236413	0.186996	0.120076	0.256037	0.0179229	0.207239	0.102388	0.239274	0.245948	0.0247313	0.0886649	0.226237	0.157239	0.00280052	0.713557	0.792239	0.936612	1.04678	1.22437	0.179335	0.0518984	0.0355769	0.0645208	0.0114414	0.0248229	0.0189438	0.00653804	0.0671763	0.0115114	0.0692568	0.00943728	0.0376134	0.0297511	0.0191042	0.0407355	0.00285153	0.0329717	0.0162899	0.0380686	0.0391303	0.00393476	0.0141066	0.0359943	0.0250167	0.000445563	0.113527	6.285345
1050	0	-715.7699	-743.0807	27.31083	0.06955484	14.37714	1.29999	0.477364	0.548129	0.648383	0.0214657	0.1661	0.174495	0.155042	0.413201	0.0392571	0.519334	0.445802	0.183488	0.169051	0.158735	0.211538	0.264771	0.224738	0.409611	0.027467	0.00340726	0.321535	0.12477	0.0635673	0.0527916	0.123479	0.154057	0.687486	0.895715	1.06471	1.35209	0.175637	0.0644949	0.0740558	0.0876008	0.00290016	0.0224411	0.0235754	0.0209472	0.0558261	0.00530388	0.0701654	0.0602308	0.0247904	0.0228399	0.0214461	0.0285801	0.0357723	0.0303636	0.0553411	0.00371097	0.000460342	0.0434415	0.0168573	0.00858835	0.00713248	0.0166828	0.0208141	7.401573
1051	1	-708.4603	-735.6598	27.19953	0.1687678	5.925302	0.487933	0.390498	0.124448	0.44703	0.173868	0.231939	0.125344	0.0389031	0.505453	0.12366	0.595182	0.290321	0.188516	0.0612926	0.231876	0.334486	0.0451131	0.248088	0.12257	0.182764	0.522143	0.0854355	0.245615	0.507674	0.364031	0.0095887	0.729882	0.536493	0.823223	1.08142	1.55886	0.0658154	0.0526729	0.0167863	0.0602982	0.0234524	0.0312854	0.0169071	0.0052475	0.0681787	0.01668	0.0802818	0.0391603	0.0254282	0.00826753	0.0312769	0.0451175	0.00608514	0.0334637	0.016533	0.0246523	0.07043	0.0115241	0.0331301	0.0684783	0.0491027	0.00129338	0.098451	7.413654
1052	0	-711.4402	-738.9345	27.49438	0.1698393	5.887918	1.02436	0.526098	0.441374	0.556188	0.0351412	0.172382	0.175446	0.027983	0.672947	0.0315098	0.615651	0.206844	0.118544	0.0405041	0.18003	0.45641	0.203972	0.177088	0.445981	0.00321749	0.00250767	0.273068	0.0710998	0.271152	0.108144	0.158341	0.121756	0.535241	0.822543	1.08151	1.56071	0.143916	0.0739137	0.0620104	0.0781411	0.00493713	0.0242186	0.0246491	0.00393145	0.094545	0.00442694	0.0864953	0.0290604	0.0166547	0.00569059	0.0252931	0.0641229	0.0286569	0.0248798	0.0626577	0.000452038	0.000352314	0.0383644	0.00998911	0.0380953	0.0151936	0.0222459	0.017106	7.117737
1053	1	-705.3126	-732.5691	27.25647	0.3321417	3.010764	0.996732	0.32526	0.140515	0.359761	0.0817412	0.144964	0.159242	0.0570851	0.336495	0.113805	0.522975	0.215765	0.112982	0.164241	0.314675	0.421004	0.0531584	0.0963094	0.192277	0.400489	0.276655	0.0670397	0.116192	0.277999	0.411032	0.0108267	0.824118	0.390093	0.732122	1.08257	1.79522	0.138563	0.0452169	0.0195341	0.0500131	0.0113635	0.0201525	0.0221375	0.00793583	0.0467787	0.0158208	0.0727026	0.0299951	0.0157065	0.0228323	0.0437454	0.0585269	0.00738994	0.0133887	0.0267298	0.055675	0.0384598	0.00931969	0.0161528	0.0386467	0.0571406	0.0015051	0.114567	7.193338
1054	0	-715.5928	-744.3868	28.79401	0.04885483	20.4688	0.0264415	0.610613	0.414667	0.348804	0.0480488	0.174126	0.16483	0.0869519	0.52611	0.0124605	0.488728	0.0593505	0.150617	0.143704	0.210515	0.428794	0.113676	0.356073	0.353737	0.13058	0.0185499	0.15562	0.420734	0.0801563	0.121866	0.212926	0.0804065	0.734691	0.914984	1.05718	1.29314	0.00445211	0.102813	0.0698201	0.0587302	0.00809028	0.0293186	0.0277534	0.0146406	0.0885843	0.00209805	0.0822901	0.0099932	0.0253603	0.0241963	0.0354458	0.0721986	0.0191404	0.0599541	0.0595609	0.0219866	0.00312335	0.0262026	0.0708416	0.0134964	0.0205193	0.0358516	0.0135385	5.939085
1055	1	-707.5799	-734.8314	27.25154	0.02442735	40.93772	1.11753	0.718183	0.157545	0.403363	0.164389	0.296613	0.288199	0.0410455	0.478644	0.151987	0.63548	0.467719	0.0984508	0.181741	0.116099	0.417081	0.243207	0.0569072	0.301587	0.164317	0.333246	0.0117011	0.0833526	0.311691	0.0929802	0.0218804	0.151048	0.808917	0.942522	1.04354	1.20502	0.148885	0.0956814	0.0209893	0.0537388	0.021901	0.0395168	0.0383959	0.00546837	0.0637683	0.0202487	0.084663	0.0623128	0.0131163	0.0242128	0.0154675	0.0555665	0.0324017	0.00758157	0.0401795	0.0218914	0.0443974	0.00155891	0.0111048	0.0415257	0.0123875	0.00291506	0.0201236	7.505989
1056	0	-722.0836	-749.967	27.88344	0.6385338	1.566088	0.0354534	0.247771	0.408859	0.312634	0.131816	0.206336	0.162521	0.0729104	0.914217	0.0248602	0.427427	0.196405	0.191769	0.131981	0.130795	0.445319	0.0803283	0.145538	0.542315	0.145727	0.0435846	0.0393917	0.221295	0.0399104	0.120159	0.239381	0.601278	0.235353	0.599199	1.05408	2.11137	0.0056635	0.0395801	0.0653132	0.0499416	0.0210569	0.0329611	0.0259619	0.0116471	0.146041	0.00397129	0.0682793	0.0313746	0.0306341	0.0210833	0.0208939	0.0711374	0.012832	0.023249	0.0866321	0.0232791	0.00696242	0.00629262	0.0353508	0.00637548	0.0191948	0.0382399	0.0960511	6.259981
1057	1	-719.8539	-745.4314	25.57751	0.2317797	4.314442	0.529232	1.15995	0.0649165	0.792234	0.067895	0.421899	0.351066	0.0340728	0.836643	0.100302	0.435431	0.245368	0.284119	0.0517082	0.128734	0.409425	0.486448	0.0856262	0.166917	0.187853	0.373958	0.00752029	0.220223	0.234029	0.744599	0.154309	0.398185	0.470844	0.785426	1.08423	1.6595	0.0589827	0.129276	0.00723492	0.0882942	0.00756687	0.0470204	0.0391262	0.0037974	0.0932436	0.0111786	0.0485286	0.0273462	0.031665	0.00576286	0.0143474	0.0456303	0.0542145	0.00954301	0.0186028	0.0209361	0.0416775	0.000838134	0.0245438	0.0260824	0.0829852	0.0171976	0.0443776	8.972662
1058	0	-715.8946	-743.1771	27.28249	0.1372861	7.28406	0.0896955	0.656745	0.426318	0.614943	0.10218	0.241293	0.268342	0.0176053	0.419683	0.0375105	0.746753	0.28641	0.21489	0.338737	0.195554	0.808125	0.0482869	0.0546275	0.211011	0.0748947	0.031624	0.0684413	0.154174	0.326334	0.114564	0.361192	0.452243	0.575991	0.843967	1.07829	1.50175	0.0121833	0.0892054	0.0579066	0.0835273	0.013879	0.0327747	0.0364488	0.00239131	0.0570052	0.00509504	0.101431	0.0389029	0.0291884	0.0460104	0.026562	0.109767	0.00655878	0.00742003	0.0286615	0.0101729	0.00429547	0.00929634	0.0209414	0.0443257	0.0155611	0.0490605	0.0614279	7.362176
1059	1	-715.6734	-742.4876	26.8142	0.5729907	1.745229	0.50542	0.431568	0.1378	0.688864	0.0796919	0.289235	0.341285	0.0292243	0.240533	0.283047	0.291308	0.146044	0.196426	0.20647	0.122201	0.444074	0.247702	0.222235	0.302068	0.19051	0.446931	0.247751	0.179817	0.234274	0.293223	0.25276	0.344297	0.260843	0.624864	1.06208	2.05221	0.0683483	0.0583613	0.0186348	0.0931557	0.0107768	0.0391135	0.0461522	0.00395203	0.0325275	0.0382767	0.0393938	0.0197496	0.0265629	0.0279212	0.0165253	0.0600526	0.0334969	0.0300531	0.0408489	0.0257629	0.0604388	0.0335036	0.0243168	0.0316811	0.0396528	0.034181	0.0465596	7.394759
1060	0	-712.8458	-741.7075	28.86166	0.2903794	3.44377	0.160224	0.637597	0.0992246	0.476812	0.0865476	0.104103	0.227289	0.0147769	0.197584	0.0251452	0.478974	0.199155	0.119088	0.299249	0.218269	0.806222	0.267454	0.172382	0.115999	0.0644986	0.0140679	0.0597478	0.203902	0.126502	0.0150845	0.142543	0.297466	0.420924	0.753473	1.08397	1.74163	0.0284595	0.113252	0.0176246	0.0846926	0.0153728	0.0184911	0.0403718	0.00262472	0.0350954	0.00446636	0.0850767	0.0353744	0.0211527	0.0531535	0.0387695	0.143203	0.0475059	0.030619	0.020604	0.0114564	0.00249878	0.0106126	0.0362177	0.0224697	0.00267934	0.0253189	0.0528367	5.629909
1061	1	-713.2049	-741.8707	28.66576	0.3639109	2.747925	0.576991	0.648517	0.0233431	0.416559	0.0261455	0.209526	0.116223	0.0237001	0.289356	0.0148546	0.471766	0.0832855	0.101215	0.0934883	0.142346	0.307643	0.127637	0.147158	0.390207	0.0849101	0.223992	0.0285225	0.726383	0.0890786	0.151093	0.0797275	0.158616	0.368769	0.716542	1.08095	1.83374	0.100306	0.112741	0.00405806	0.0724164	0.00454525	0.0364249	0.0202047	0.00412012	0.0503027	0.00258238	0.0820137	0.0144787	0.0175957	0.0162524	0.024746	0.0534819	0.0221889	0.0255826	0.0678351	0.0147611	0.0389396	0.00495847	0.126277	0.0154858	0.0262666	0.0138601	0.0275744	5.752284
1062	0	-707.2364	-735.9323	28.69593	0.1843392	5.424782	0.665566	0.356353	0.157881	0.421976	0.261708	0.106843	0.20115	0.0200313	0.174861	0.0715871	0.423889	0.106265	0.0784678	0.303503	0.131254	0.538528	0.346063	0.370919	0.287159	0.0336021	0.0989565	0.158976	0.155315	0.0785678	0.0097129	0.0792937	0.263256	0.518818	0.813475	1.08249	1.58521	0.112776	0.0603817	0.0267518	0.0715009	0.0443446	0.0181037	0.0340835	0.00339417	0.029629	0.01213	0.0718252	0.0180059	0.0132958	0.0514265	0.02224	0.09125	0.0586381	0.0628497	0.0486572	0.00569365	0.0167675	0.0269374	0.026317	0.0133128	0.00164578	0.0134358	0.0446069	5.901683
1063	1	-705.2551	-733.1585	27.90336	0.243747	4.102614	0.757233	0.172483	0.31747	0.638285	0.0738116	0.199782	0.15253	0.0177503	0.318021	0.054056	0.728586	0.340725	0.143643	0.139884	0.230705	0.0880834	0.239606	0.030275	0.512101	0.058586	0.419591	0.169994	0.167256	0.326519	0.099654	0.0966519	0.141563	0.459912	0.778684	1.08437	1.67703	0.11413	0.0259965	0.0478489	0.096202	0.0111248	0.030111	0.0229892	0.00267531	0.0479319	0.00814729	0.109812	0.0513539	0.0216498	0.0210833	0.0347718	0.0132759	0.0361132	0.00456303	0.0771836	0.00883004	0.0632406	0.0256213	0.0252087	0.0492127	0.0150198	0.0145673	0.0213363	6.634845
1064	0	-705.4568	-734.0525	28.59566	0.2846084	3.513599	0.530689	0.480347	0.178152	0.684097	0.200646	0.189267	0.152056	0.0174814	0.230507	0.116457	0.320432	0.0803293	0.213178	0.164779	0.0992191	0.185892	0.134192	0.484143	0.355081	0.245775	0.0924279	0.0375545	0.102091	0.0529411	0.143232	0.229765	0.180951	0.425467	0.756509	1.0841	1.73393	0.0899217	0.0813915	0.0301867	0.115916	0.0339981	0.0320699	0.0257648	0.0029621	0.0390578	0.0197329	0.0542951	0.0136113	0.0361216	0.0279207	0.016812	0.0314981	0.0227379	0.0820348	0.060166	0.0416449	0.0156613	0.00636336	0.0172987	0.0089705	0.0242697	0.0389321	0.0306608	5.901683
1065	1	-706.4854	-734.8391	28.35372	0.2109656	4.74011	0.942964	0.307449	0.0967622	0.603789	0.0341373	0.190474	0.220591	0.103425	0.173599	0.066695	0.788726	0.292959	0.068284	0.180047	0.195675	0.187862	0.239851	0.0124868	0.172085	0.283724	0.130558	0.120495	0.0317204	0.383443	0.096438	0.129082	0.163943	0.490912	0.797454	1.08372	1.62791	0.151669	0.0494509	0.0155635	0.0971149	0.00549073	0.0306363	0.0354803	0.0166351	0.0279221	0.0107274	0.126861	0.0471202	0.010983	0.0289592	0.0314728	0.0302162	0.0385782	0.0020084	0.0276787	0.0456349	0.0209993	0.0193808	0.00510199	0.061674	0.0155113	0.0207619	0.0263689	6.217263
1066	0	-709.4146	-737.371	27.95636	0.2594348	3.854533	0.647146	0.585757	0.0993291	1.03518	0.244677	0.165216	0.101287	0.0590797	0.28109	0.216011	0.600113	0.211871	0.139257	0.148697	0.174654	0.471649	0.101195	0.416797	0.220321	0.0632638	0.0367847	0.00961928	0.0966816	0.0712846	0.0387362	0.181399	0.149064	0.446188	0.770024	1.08439	1.69939	0.0985578	0.0892084	0.0151274	0.157654	0.0372633	0.0251618	0.0154256	0.0089976	0.0428089	0.0328976	0.0913948	0.0322671	0.0212082	0.022646	0.0265991	0.0718303	0.0154117	0.0634766	0.0335541	0.00963482	0.00560217	0.00146498	0.0147242	0.0108564	0.00589937	0.0276263	0.0227018	6.566159
1067	1	-710.6699	-738.9163	28.2464	0.01076081	92.92983	0.556765	0.421257	0.146432	0.977833	0.10393	0.216512	0.272838	0.119217	0.23786	0.0854199	0.720499	0.401403	0.00734812	0.141863	0.267891	0.147245	0.194351	0.00719033	0.266448	0.119586	0.178887	0.15391	0.0320727	0.251652	0.0458326	0.03154	0.419014	0.871395	0.963317	1.03054	1.13475	0.0853306	0.0645625	0.0224423	0.149864	0.0159284	0.0331829	0.0418155	0.0182715	0.0364547	0.0130916	0.110425	0.0615196	0.00112618	0.0217421	0.0410574	0.022567	0.0297866	0.001102	0.0408363	0.0183279	0.0274165	0.0235885	0.00491551	0.0385686	0.00702438	0.00483387	0.0642187	6.524795
